id,nome,nome_ptbr,tipo,cr,origem_sugerida,andar_sugerido,arquetipo_sugerido,perigo_sugerido,tratamento_sugerido,humanoid_npc_sugerido,morale_immune_sugerido,confianca,motivo
852,Dao,Dao,elemental,11,Ressonante,Superfície,Tactical,Letal,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
854,Death Cultist,Death Cultist,humanoide,8,,,Tactical,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
856,Death Knight,Death Knight,morto-vivo,17,Cicatricial,Eco,Boss,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
857,Death Knight Aspirant,Death Knight Aspirant,morto-vivo,11,Cicatricial,Eco,Brute,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
858,Death Slaad,Death Slaad,aberração,10,Marginal,Margem,Brute,Letal,substituicao_original,false,false,alta,tipo aberração → Marginal
859,Death Tyrant,Death Tyrant,morto-vivo,14,Cicatricial,Eco,Boss,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
860,Deer,Deer,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
861,Demilich,Demilich,morto-vivo,18,Cicatricial,Eco,Boss,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
862,Deva,Deva,celestial,10,Cicatricial,Clarão,Brute,Letal,renomeacao_profunda,false,false,alta,tipo celestial → Cicatricial
864,Dire Worg,Dire Worg,fada,10,Natural,Superfície,Brute,Letal,renomeacao_profunda,false,false,baixa,fada (default) → Natural
865,Displacer Beast,Displacer Beast,monstruosidade,3,Natural,Superfície,Brute,Ameaça,substituicao_original,false,false,baixa,monstruosidade (default) → Natural
866,Djinni,Djinni,elemental,11,Ressonante,Superfície,Tactical,Letal,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
867,Doppelganger,Doppelganger,monstruosidade,3,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
868,Dracolich,Dracolich,morto-vivo,17,Cicatricial,Eco,Boss,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
869,Draft Horse,Draft Horse,besta,0.25,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
871,Dretch,Dretch,demônio,0.25,Corrompida,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
872,Drider,Drider,monstruosidade,6,Natural,Superfície,Tactical,Ameaça,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
873,Druid,Druid,humanoide,2,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
875,Dust Mephit,Dust Mephit,elemental,0.5,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
876,Eagle,Eagle,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
877,Earth Elemental,Earth Elemental,elemental,5,Ressonante,Superfície,Brute,Ameaça,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
878,Efreeti,Efreeti,elemental,11,Ressonante,Superfície,Tactical,Letal,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
879,Elemental Cataclysm,Elemental Cataclysm,elemental,22,Ressonante,Superfície,Boss,Letal,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
880,Elemental Cultist,Elemental Cultist,humanoide,8,,,Tactical,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
881,Elephant,Elephant,besta,4,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo besta → Natural
882,Elk,Elk,besta,0.25,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
883,Erinyes,Erinyes,demônio,12,Marginal,Margem,Brute,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
884,Ettercap,Ettercap,monstruosidade,2,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
885,Ettin,Ettin,gigante,4,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo gigante → Natural
888,Fiend Cultist,Fiend Cultist,humanoide,8,,,Brute,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
889,Fire Elemental,Fire Elemental,elemental,5,Ressonante,Superfície,Brute,Ameaça,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
890,Fire Giant,Fire Giant,gigante,9,Natural,Superfície,Tactical,Letal,renomeacao_profunda,false,false,alta,tipo gigante → Natural
891,Flameskull,Flameskull,morto-vivo,4,Cicatricial,Eco,Tactical,Ameaça,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
892,Flaming Skeleton,Flaming Skeleton,morto-vivo,3,Cicatricial,Eco,Tactical,Ameaça,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
893,Flesh Golem,Flesh Golem,constructo,5,Ressonante,Superfície,Brute,Ameaça,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
894,Flumph,Flumph,aberração,0.125,Marginal,Margem,Brute,Ambiente,substituicao_original,false,false,alta,tipo aberração → Marginal
895,Flying Snake,Flying Snake,monstruosidade,0.125,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
896,Fomorian,Fomorian,gigante,8,Natural,Superfície,Brute,Letal,renomeacao_profunda,false,false,alta,tipo gigante → Natural
897,Frog,Frog,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
898,Frost Giant,Frost Giant,gigante,8,Natural,Superfície,Brute,Letal,renomeacao_profunda,false,false,alta,tipo gigante → Natural
899,Galeb Duhr,Galeb Duhr,elemental,6,Ressonante,Superfície,Brute,Ameaça,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
900,Gargoyle,Gargoyle,elemental,2,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
901,Gas Spore Fungus,Gas Spore Fungus,planta,0.5,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,planta (default) → Natural
902,Gelatinous Cube,Gelatinous Cube,geleia,2,Natural,Superfície,Brute,Ambiente,substituicao_original,false,false,media,geleia (default) → Natural
903,Ghast,Ghast,morto-vivo,2,Cicatricial,Eco,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
904,Ghast Gravecaller,Ghast Gravecaller,morto-vivo,6,Cicatricial,Eco,Tactical,Ameaça,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
905,Ghost,Ghost,morto-vivo,4,Cicatricial,Eco,Brute,Ameaça,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
907,Giant Ape,Giant Ape,besta,7,Natural,Superfície,Brute,Letal,renomeacao_profunda,false,false,alta,tipo besta → Natural
908,Giant Axe Beak,Giant Axe Beak,monstruosidade,5,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
909,Giant Badger,Giant Badger,besta,0.25,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
910,Giant Bat,Giant Bat,besta,0.25,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
911,Giant Boar,Giant Boar,besta,2,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
912,Giant Centipede,Giant Centipede,besta,0.25,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
913,Giant Constrictor Snake,Giant Constrictor Snake,besta,2,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
914,Giant Crab,Giant Crab,besta,0.125,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
915,Giant Crocodile,Giant Crocodile,besta,5,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo besta → Natural
916,Giant Eagle,Giant Eagle,celestial,1,Cicatricial,Clarão,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo celestial → Cicatricial
917,Giant Elk,Giant Elk,celestial,2,Cicatricial,Clarão,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo celestial → Cicatricial
918,Giant Fire Beetle,Giant Fire Beetle,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
919,Giant Frog,Giant Frog,besta,0.25,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
920,Giant Goat,Giant Goat,besta,0.5,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
922,Giant Lizard,Giant Lizard,besta,0.25,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
924,Giant Owl,Giant Owl,celestial,0.25,Cicatricial,Clarão,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo celestial → Cicatricial
925,Giant Rat,Giant Rat,besta,0.125,Natural,Superfície,Swarm,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
926,Giant Scorpion,Giant Scorpion,besta,3,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo besta → Natural
927,Giant Seahorse,Giant Seahorse,besta,0.5,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
928,Giant Shark,Giant Shark,besta,5,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo besta → Natural
930,Giant Squid,Giant Squid,besta,6,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo besta → Natural
932,Giant Venomous Snake,Giant Venomous Snake,besta,0.25,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
934,Giant Wasp,Giant Wasp,besta,0.5,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
935,Giant Weasel,Giant Weasel,besta,0.125,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
936,Giant Wolf Spider,Giant Wolf Spider,besta,0.25,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
938,Githyanki Dracomancer,Githyanki Dracomancer,aberração,16,Marginal,Margem,Tactical,Letal,substituicao_original,false,false,alta,tipo aberração → Marginal
939,Githyanki Knight,Githyanki Knight,aberração,8,Marginal,Margem,Tactical,Letal,substituicao_original,false,false,alta,tipo aberração → Marginal
940,Githyanki Warrior,Githyanki Warrior,aberração,3,Marginal,Margem,Brute,Ameaça,substituicao_original,false,false,alta,tipo aberração → Marginal
941,Githzerai Monk,Githzerai Monk,aberração,2,Marginal,Margem,Brute,Ambiente,substituicao_original,false,false,alta,tipo aberração → Marginal
942,Githzerai Psion,Githzerai Psion,aberração,12,Marginal,Margem,Tactical,Letal,substituicao_original,false,false,alta,tipo aberração → Marginal
943,Githzerai Zerth,Githzerai Zerth,aberração,6,Marginal,Margem,Brute,Ameaça,substituicao_original,false,false,alta,tipo aberração → Marginal
944,Glabrezu,Glabrezu,demônio,9,Corrompida,Superfície,Tactical,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
945,Gladiator,Gladiator,humanoide,5,,,Tactical,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
946,Gnoll Demoniac,Gnoll Demoniac,demônio,8,Corrompida,Superfície,Tactical,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
947,Gnoll Fang of Yeenoghu,Gnoll Fang of Yeenoghu,demônio,4,Corrompida,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
948,Gnoll Pack Lord,Gnoll Pack Lord,demônio,2,Corrompida,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
949,Gnoll Warrior,Gnoll Warrior,demônio,0.5,Corrompida,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
950,Goat,Goat,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
951,Goblin Boss,Goblin Boss,fada,1,Natural,Superfície,Tactical,Ambiente,renomeacao_profunda,false,false,baixa,fada (default) → Natural
952,Goblin Hexer,Goblin Hexer,fada,3,Natural,Superfície,Tactical,Ameaça,renomeacao_profunda,false,false,baixa,fada (default) → Natural
953,Goblin Minion,Goblin Minion,fada,0.125,Natural,Superfície,Tactical,Ambiente,renomeacao_profunda,false,false,baixa,fada (default) → Natural
954,Goblin Warrior,Goblin Warrior,fada,0.25,Natural,Superfície,Tactical,Ambiente,renomeacao_profunda,false,false,baixa,fada (default) → Natural
956,Gorgon,Gorgon,constructo,5,Ressonante,Superfície,Brute,Ameaça,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
957,Goristro,Goristro,demônio,17,Corrompida,Superfície,Brute,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
958,Graveyard Revenant,Graveyard Revenant,morto-vivo,7,Cicatricial,Eco,Leader,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
959,Gray Ooze,Gray Ooze,geleia,0.5,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,geleia magic → Ressonante
960,Gray Slaad,Gray Slaad,aberração,9,Marginal,Margem,Brute,Letal,substituicao_original,false,false,alta,tipo aberração → Marginal
962,Green Hag,Green Hag,fada,3,Marginal,Antigo,Brute,Ameaça,renomeacao_profunda,false,false,baixa,fada archfey/ancient/hag → Marginal
963,Green Slaad,Green Slaad,aberração,8,Marginal,Margem,Tactical,Letal,substituicao_original,false,false,alta,tipo aberração → Marginal
966,Grick Ancient,Grick Ancient,aberração,7,Marginal,Margem,Brute,Letal,renomeacao_profunda,false,false,alta,tipo aberração → Marginal
967,Griffon,Griffon,monstruosidade,2,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
968,Grimlock,Grimlock,aberração,0.25,Marginal,Margem,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo aberração → Marginal
969,Guard,Guard,humanoide,0.125,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
970,Guard Captain,Guard Captain,humanoide,4,,,Tactical,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
971,Guardian Naga,Guardian Naga,celestial,10,Cicatricial,Clarão,Brute,Letal,renomeacao_profunda,false,false,alta,tipo celestial → Cicatricial
972,Gulthias Blight,Gulthias Blight,planta,16,Corrompida,Superfície,Tactical,Letal,renomeacao_profunda,false,false,media,planta necrotic/corrupted → Corrompida
975,Haunting Revenant,Haunting Revenant,morto-vivo,10,Cicatricial,Eco,Tactical,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
976,Hawk,Hawk,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
977,Hell Hound,Hell Hound,demônio,3,Corrompida,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
978,Helmed Horror,Helmed Horror,constructo,4,Ressonante,Superfície,Brute,Ameaça,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
979,Hezrou,Hezrou,demônio,8,Corrompida,Superfície,Brute,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
980,Hill Giant,Hill Giant,gigante,5,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo gigante → Natural
982,Hippopotamus,Hippopotamus,besta,4,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo besta → Natural
983,Hobgoblin Captain,Hobgoblin Captain,fada,3,Natural,Superfície,Tactical,Ameaça,renomeacao_profunda,false,false,baixa,fada (default) → Natural
984,Hobgoblin Warlord,Hobgoblin Warlord,fada,6,Natural,Superfície,Leader,Ameaça,renomeacao_profunda,false,false,baixa,fada (default) → Natural
985,Hobgoblin Warrior,Hobgoblin Warrior,fada,0.5,Natural,Superfície,Swarm,Ambiente,renomeacao_profunda,false,false,baixa,fada (default) → Natural
986,Homunculus,Homunculus,constructo,0,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
987,Hook Horror,Hook Horror,monstruosidade,3,Natural,Superfície,Brute,Ameaça,substituicao_original,false,false,baixa,monstruosidade (default) → Natural
988,Horned Devil,Horned Devil,demônio,11,Marginal,Margem,Tactical,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
989,Hunter Shark,Hunter Shark,besta,2,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
990,Hydra,Hydra,monstruosidade,8,Natural,Superfície,Brute,Letal,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
991,Hyena,Hyena,besta,0,Natural,Superfície,Swarm,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
992,Ice Devil,Ice Devil,demônio,14,Marginal,Margem,Leader,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
993,Ice Mephit,Ice Mephit,elemental,0.5,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
994,Imp,Imp,demônio,1,Corrompida,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
995,Incubus,Incubus,demônio,4,Corrompida,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
997,Invisible Stalker,Invisible Stalker,elemental,6,Ressonante,Superfície,Brute,Ameaça,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
998,Iron Golem,Iron Golem,constructo,16,Ressonante,Superfície,Brute,Letal,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
999,Jackal,Jackal,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
1000,Jackalwere,Jackalwere,demônio,0.5,Corrompida,Superfície,Leader,Ambiente,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1002,Kenku,Kenku,monstruosidade,0.25,Ressonante,Superfície,Tactical,Ambiente,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
1003,Killer Whale,Killer Whale,besta,3,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo besta → Natural
1004,Knight,Knight,humanoide,3,,,Tactical,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1006,Kraken,Kraken,monstruosidade,23,Natural,Superfície,Boss,Letal,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
1007,Kuo-toa,Kuo-toa,aberração,0.25,Marginal,Margem,Tactical,Ambiente,renomeacao_profunda,false,false,alta,tipo aberração → Marginal
1008,Kuo-toa Archpriest,Kuo-toa Archpriest,aberração,6,Marginal,Margem,Tactical,Ameaça,renomeacao_profunda,false,false,alta,tipo aberração → Marginal
1009,Kuo-toa Monitor,Kuo-toa Monitor,aberração,3,Marginal,Margem,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo aberração → Marginal
1010,Kuo-toa Whip,Kuo-toa Whip,aberração,1,Marginal,Margem,Tactical,Ambiente,renomeacao_profunda,false,false,alta,tipo aberração → Marginal
1012,Lamia,Lamia,demônio,4,Corrompida,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1013,Larva,Larva,demônio,0,Corrompida,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1014,Lemure,Lemure,demônio,0,Marginal,Margem,Brute,Ambiente,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1015,Lich,Lich,morto-vivo,21,Cicatricial,Eco,Boss,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1017,Lizard,Lizard,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
1018,Lizardfolk Geomancer,Lizardfolk Geomancer,elemental,2,Ressonante,Superfície,Tactical,Ambiente,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
1019,Lizardfolk Sovereign,Lizardfolk Sovereign,elemental,4,Ressonante,Superfície,Brute,Ameaça,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
1020,Mage,Mage,humanoide,6,,,Tactical,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1021,Mage Apprentice,Mage Apprentice,humanoide,2,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1022,Magma Mephit,Magma Mephit,elemental,0.5,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
1023,Magmin,Magmin,elemental,0.5,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
1024,Mammoth,Mammoth,besta,6,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo besta → Natural
1025,Manes,Manes,demônio,0.125,Corrompida,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1026,Manes Vaporspawn,Manes Vaporspawn,demônio,1,Corrompida,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1027,Manticore,Manticore,monstruosidade,3,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
1028,Marid,Marid,elemental,11,Ressonante,Superfície,Brute,Letal,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
1029,Marilith,Marilith,demônio,16,Corrompida,Superfície,Brute,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1030,Mastiff,Mastiff,besta,0.125,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
1031,Medusa,Medusa,monstruosidade,6,Natural,Superfície,Tactical,Ameaça,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
1032,Merfolk Skirmisher,Merfolk Skirmisher,elemental,0.125,Ressonante,Superfície,Tactical,Ambiente,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
1033,Merfolk Wavebender,Merfolk Wavebender,elemental,6,Ressonante,Superfície,Tactical,Ameaça,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
1034,Merrow,Merrow,monstruosidade,2,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
1035,Mezzoloth,Mezzoloth,demônio,5,Corrompida,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1036,Mimic,Mimic,monstruosidade,2,Natural,Superfície,Brute,Ambiente,substituicao_original,false,false,baixa,monstruosidade (default) → Natural
1037,Mind Flayer,Mind Flayer,aberração,7,Marginal,Margem,Brute,Letal,substituicao_original,false,false,alta,tipo aberração → Marginal
1038,Mind Flayer Arcanist,Mind Flayer Arcanist,aberração,11,Marginal,Margem,Leader,Letal,substituicao_original,false,false,alta,tipo aberração → Marginal
1039,Minotaur of Baphomet,Minotaur of Baphomet,monstruosidade,3,Corrompida,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,baixa,monstruosidade corrupted/cursed → Corrompida
1040,Minotaur Skeleton,Minotaur Skeleton,morto-vivo,2,Cicatricial,Eco,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1041,Modron Duodrone,Modron Duodrone,constructo,0.25,Ressonante,Superfície,Brute,Ambiente,substituicao_original,false,true,media,constructo (default) → Ressonante
1042,Modron Monodrone,Modron Monodrone,constructo,0.125,Ressonante,Superfície,Brute,Ambiente,substituicao_original,false,true,media,constructo (default) → Ressonante
1043,Modron Pentadrone,Modron Pentadrone,constructo,2,Ressonante,Superfície,Tactical,Ambiente,substituicao_original,false,true,media,constructo (default) → Ressonante
1044,Modron Quadrone,Modron Quadrone,constructo,1,Ressonante,Superfície,Tactical,Ambiente,substituicao_original,false,true,media,constructo (default) → Ressonante
1045,Modron Tridrone,Modron Tridrone,constructo,0.5,Ressonante,Superfície,Brute,Ambiente,substituicao_original,false,true,media,constructo (default) → Ressonante
1046,Mud Mephit,Mud Mephit,elemental,0.25,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
1047,Mule,Mule,besta,0.125,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
1048,Mummy,Mummy,morto-vivo,3,Cicatricial,Eco,Brute,Ameaça,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1049,Mummy Lord,Mummy Lord,morto-vivo,15,Cicatricial,Eco,Boss,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1050,Myconid Adult,Myconid Adult,planta,0.5,Natural,Superfície,Tactical,Ambiente,renomeacao_profunda,false,false,media,planta (default) → Natural
1051,Myconid Sovereign,Myconid Sovereign,planta,2,Natural,Superfície,Leader,Ambiente,renomeacao_profunda,false,false,media,planta (default) → Natural
1053,Myconid Sprout,Myconid Sprout,planta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,planta (default) → Natural
1054,Nalfeshnee,Nalfeshnee,demônio,13,Corrompida,Superfície,Brute,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1055,Needle Blight,Needle Blight,planta,0.25,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,planta (default) → Natural
1056,Night Hag,Night Hag,demônio,5,Corrompida,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1057,Nightmare,Nightmare,demônio,3,Corrompida,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1058,Noble,Noble,humanoide,0.125,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1059,Noble Prodigy,Noble Prodigy,humanoide,10,,,Tactical,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1061,Nycaloth,Nycaloth,demônio,9,Corrompida,Superfície,Tactical,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1062,Ochre Jelly,Ochre Jelly,geleia,2,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,geleia (default) → Natural
1063,Octopus,Octopus,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
1064,Ogre,Ogre,gigante,2,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo gigante → Natural
1065,Ogre Zombie,Ogre Zombie,morto-vivo,2,Cicatricial,Eco,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1066,Ogrillon Ogre,Ogrillon Ogre,gigante,1,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo gigante → Natural
1067,Oni,Oni,demônio,7,Corrompida,Superfície,Tactical,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1069,Owl,Owl,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
1070,Owlbear,Owlbear,monstruosidade,3,Natural,Superfície,Brute,Ameaça,substituicao_original,false,false,baixa,monstruosidade (default) → Natural
