"id","nome","nome_ptbr","tipo","subtipo","raridade","descricao"
1929,"Ring of Red Fury","Anel of Red Fury","acessorio","anel","Muito Raro","[PLACEHOLDER] This ring has a stripe of ruidium running through it. While wearing the ring, you gain the following benefits: You can breathe water. You gain a swimming speed equal to your walking speed. As a bonus action, you can use the ring to gain the following benefits, which last for 1 minute or until you are incapacitated: You can't use this property of the ring again until you finish a long rest. When you use the Ruidium Rage property of the ring, you must make a 20 Charisma saving throw. On a faile..."
1930,"Ring of Regeneration","Anel of Regeneration","acessorio","anel","Muito Raro","[PLACEHOLDER] While wearing this ring, you regain 1d6 hit points every 10 minutes, provided that you have at least 1 hit point. If you lose a body part, the ring causes the missing part to regrow and return to full functionality after 1d6 + 1 days if you have at least 1 hit point the whole time."
1932,"Ring of Shooting Stars","Anel of Shooting Stars","acessorio","anel","Muito Raro","[PLACEHOLDER] While wearing this ring in dim light or darkness, you can cast dancing lights and light from the ring at will. Casting either spell from the ring requires an action. The ring has 6 charges for the following other properties. The ring regains 1d6 expended charges daily at dawn. You can expend 1 charge as an action to cast faerie fire from the ring. You can expend 2 charges as an action to create one to four 3-foot-diameter spheres of lightning. The more spheres you create, the less powerful ea..."
1940,"Ring of Telekinesis","Anel of Telekinesis","acessorio","anel","Muito Raro","[PLACEHOLDER] While wearing this ring, you can cast the telekinesis spell at will, but you can target only objects that aren't being worn or carried."
1951,"Ring of Treachery","Anel of Treachery","acessorio","anel","Muito Raro","[PLACEHOLDER] This ring has 3 charges. While wearing this ring, when you're damaged, you may use a reaction to expend a charge and transfer that damage to a random creature (which could include an ally) within 60 feet. All charges are restored when you finish a long rest."
1965,"Robe of Scintillating Colors","Manto of Scintillating Colors","acessorio","capa","Muito Raro","[PLACEHOLDER] This robe has 3 charges, and it regains 1d3 expended charges daily at dawn. While you wear it, you can use an action and expend 1 charge to cause the garment to display a shifting pattern of dazzling hues until the end of your next turn. During this time, the robe sheds bright light in a 30-foot radius and dim light for an additional 30 feet. Creatures that can see you have disadvantage on attack rolls against you. In addition, any creature in the bright light that can see you when the robe's..."
1968,"Robe of Stars","Manto of Stars","acessorio","capa","Muito Raro","[PLACEHOLDER] This black or dark blue robe is embroidered with small white or silver stars. You gain a +1 bonus to saving throws while you wear it. Six stars, located on the robe's upper front portion, are particularly large. While wearing this robe, you can use an action to pull off one of the stars and use it to cast magic missile as a 5th-level spell. Daily at dusk, 1d6 removed stars reappear on the robe. While you wear the robe, you can use an action to enter the Astral Plane along with everything you ..."
1977,"Rod of Absorption","Bastão of Absorption","acessorio","cajado","Muito Raro","[PLACEHOLDER] While holding this rod, you can use your reaction to absorb a spell that is targeting only you and not with an area of effect. The absorbed spell's effect is canceled, and the spell's energy—not the spell itself—is stored in the rod. The energy has the same level as the spell when it was cast. The rod can absorb and store up to 50 levels of energy over the course of its existence. Once the rod absorbs 50 levels of energy, it can't absorb more. If you are targeted by a spell that the rod can't..."
1979,"Rod of Alertness","Bastão of Alertness","acessorio","cajado","Muito Raro","[PLACEHOLDER] This rod has a flanged head and the following properties. While holding the rod, you have advantage on Wisdom (Perception) checks and on rolls for initiative. While holding the rod, you can use an action to cast one of the following spells from it: detect evil and good, detect magic, detect poison and disease, or see invisibility. As an action, you can plant the haft end of the rod in the ground, whereupon the rod's head sheds bright light in a 60-foot radius and dim light for an additional 6..."
1981,"Rod of Hellish Flames","Bastão of Hellish Flames","acessorio","cajado","Muito Raro","[PLACEHOLDER] Glowing cinders orbit the flanged head of this black iron rod. This rod can be used as an arcane focus. While holding this rod, you gain the following benefits:"
1989,"Rod of Security","Bastão of Security","acessorio","cajado","Muito Raro","[PLACEHOLDER] While holding this rod, you can use an action to activate it. The rod then instantly transports you and up to 199 other willing creatures you can see to a paradise that exists in an extraplanar space. You choose the form that the paradise takes. It could be a tranquil garden, lovely glade, cheery tavern, immense palace, tropical island, fantastic carnival, or whatever else you can imagine. Regardless of its nature, the paradise contains enough water and food to sustain its visitors. Everythin..."
2030,"Sanctum Amulet","Sanctum Amuleto","acessorio","amuleto","Muito Raro","[PLACEHOLDER] A black opal pendant hangs at the base of this pearlescent chain. The sacred rune is inscribed on the back of the pendant. While wearing this item, you have resistance to necrotic damage. Additionally, you can cast the spare the dying cantrip using either an action or a bonus action. When a creature you can see within 60 feet of you is reduced to 0 hit points as a result of taking damage, you can use your reaction to invoke the item's rune, causing the pendant to flash with pale light. The cr..."
2135,"Skull Helm","Skull Elmo","acessorio","elmo","Muito Raro","[PLACEHOLDER] While wearing this skull-shaped helm, you have resistance to cold, poison, and necrotic damage. Additionally, while wearing the helm, you can cast Spirit of Death from it without requiring material components. Once you use the helm to cast the spell, the helm can't cast this spell again until the next dawn."
2449,"Watchful Helm","Watchful Elmo","acessorio","elmo","Muito Raro","[PLACEHOLDER] While you wear this helm, you gain a +1 bonus to AC and remain aware of your surroundings even while you're asleep, and you have advantage on Wisdom (Perception) checks that rely on sight. As a bonus action, you can cast the see invisibility spell from the helm. Once this property of the helm is used, it can't be used again until the next dawn."
2496,"Wyrmreaver Gauntlets","Wyrmreaver Manoplas","acessorio","luvas","Muito Raro","[PLACEHOLDER] Originally crafted for ground-bound giant brawlers to fight against dragons and other enormous predators of the sky, these studded gauntlets are engraved with the dragon rune. While you are wearing these gauntlets, your unarmed strike deals an additional 1d6 force damage on a hit. Additionally, whenever you finish a long rest, choose one of the following damage types: acid, cold, fire, lightning, or poison. You have resistance to the chosen damage type until you finish another long rest. As a..."
2724,"Boots of Quaking","Botas of Quaking","acessorio","botas","Muito Raro","[PLACEHOLDER] While wearing these steel-toed boots, the earth itself shakes when you walk, causing harmless, but unsettling, tremors. If you move at least 15 feet in a single turn, all creatures within 10 feet of you at any point during your movement must make a DC 16 Strength saving throw or take 1d6 force damage and fall prone. In addition, while wearing these boots, you can cast earthquake, requiring no concentration, by speaking a command word and jumping on a point on the ground. The spell is centered..."
3088,"Freerunner Rod","Freerunner Bastão","acessorio","cajado","Muito Raro","[PLACEHOLDER] Tightly intertwined lengths of grass, bound by additional stiff, knotted blades of grass, form this rod, which is favored by plains-dwelling druids and rangers. While holding it and in grasslands, you leave behind no tracks or other traces of your passing, and you can pass through nonmagical plants without being slowed by them and without taking damage from them if they have thorns, spines, or a similar hazard. In addition, beasts with an Intelligence of 3 or lower that are native to grasslan..."
3096,"Fulminar Bracers","Fulminar Braçadeiras","acessorio","luvas","Muito Raro","[PLACEHOLDER] Stylized etchings of cat-like lightning elementals known as Fulminars (see Creature Codex) cover the outer surfaces of these solid silver bracers. While wearing these bracers, lightning crackles harmless down your hands, and you have resistance to lightning damage and thunder damage. The bracers have 3 charges. You can use an action to expend 1 charge to create lightning shackles that bind up to two creatures you can see within 60 feet of you. Each target must make a DC 15 Dexterity saving th..."
3139,"Gloves of the Walking Shade","Luvas of the Walking Shade","acessorio","luvas","Muito Raro","[PLACEHOLDER] Each glove is actually comprised of three, black ivory rings (typically fitting the thumb, middle finger, and pinkie) which are connected to each other. The rings are then connected to an intricately-engraved onyx wrist cuff by a web of fine platinum chains and tiny diamonds. While wearing these gloves, you gain the following benefits: - You have resistance to necrotic damage. - You can spend one Hit Die during a short rest to remove one level of exhaustion instead of regaining hit points. - ..."
3141,"Goblin Mask","Goblin Máscara","acessorio","elmo","Muito Raro","[PLACEHOLDER] Your vision shifts into a sickly yellow tint. Your muscles tense up and contract inside you, made twitchy as new sensory information floods your brain. You gain the following benefits and powers while wearing the _goblin mask_: _Darkvision_. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. _Goblin Tongue_. You can speak, read, and write Goblin as a language. _Nimble Escape._ This mask has 5 charges. While wearing it, you can u..."
3156,"Grasping Cloak","Grasping Capa","acessorio","capa","Muito Raro","[PLACEHOLDER] Made of strips of black leather, this cloak always shines as if freshly oiled. The strips writhe and grasp at nearby creatures. While wearing this cloak, you can use a bonus action to command the strips to grapple a creature no more than one size larger than you within 5 feet of you. The strips make the grapple attack roll with a +7 bonus. On a hit, the target is grappled by the cloak, leaving your hands free to perform other tasks or actions that require both hands. However, you are still co..."
3282,"Kraken Clutch Ring","Kraken Clutch Anel","acessorio","anel","Muito Raro","[PLACEHOLDER] This green copper ring is etched with the image of a kraken with splayed tentacles. The ring has 5 charges, and it regains 1d4 + 1 expended charges daily at dawn, as long as it was immersed in water for at least 1 hour since the previous dawn. If the ring has at least 1 charge, you have advantage on grapple checks. While wearing this ring, you can expend 1 or more of its charges to cast one of the following spells from it, using spell save DC 15: black tentacles (2 charges), call lightning (1..."
3302,"Lightning Rod","Lightning Bastão","acessorio","cajado","Muito Raro","[PLACEHOLDER] This rod is made from the blackened wood of a lightning-struck tree and topped with a spike of twisted iron. It functions as a magic javelin that grants a +1 bonus to attack and damage rolls made with it. While holding it, you are immune to lightning damage, and each creature within 5 feet of you has resistance to lightning damage. The rod can hold up to 6 charges, but it has 0 charges when you first attune to it. Whenever you are subjected to lightning damage, the rod gains 1 charge. While t..."
3363,"Mask of Relentless Fury","Máscara of Relentless Fury","acessorio","elmo","Muito Raro","[PLACEHOLDER] This cracked marble mask bears a toothy, unsettling grin. It perfectly fits over its wearer’s face, and though it lacks eyeholes an attuned wearer can see through it without issue. While wearing this mask, you can’t be _blinded_ , _charmed_ , or _frightened_ , and you are immune to any effect that could be avoided by averting your eyes, such as a _medusa’s_ _Petrifying Gaze_. Insight checks against you are made with _disadvantage_ . Using a bonus action, you can enter a fury that makes you fa..."
3370,"Mayhem Mask","Mayhem Máscara","acessorio","elmo","Muito Raro","[PLACEHOLDER] This goat mask with long, curving horns is carved from dark wood and framed in goat's hair. While wearing this mask, you can use its horns to make unarmed strikes. When you hit with it, your horns deal piercing damage equal to 1d6 + your Strength modifier, instead of bludgeoning damage normal for an unarmed strike. If you moved at least 15 feet straight toward the target before you attacked with the horns, the attack deals piercing damage equal to 2d6 + your Strength modifier instead. In addi..."
3588,"Red Cloak of Riding","Red Capa of Riding","acessorio","capa","Muito Raro","[PLACEHOLDER] While wearing this scarlet cloak, you gain a +2 bonus to AC but have _disadvantage_  on Insight and Perception checks. In addition, when you are reduced to 0 hit points and wearing this cloak, you drop to 1 hit point instead. You can’t use this feature again until you finish a _long rest_ ."
3637,"Ring of Sealing","Anel of Sealing","acessorio","anel","Muito Raro","[PLACEHOLDER] This ring appears to be made of golden chain links. It has 3 charges and regains 1d3 expended charges daily at dawn. When you hit a creature with a melee attack while wearing this ring, you can use a bonus action and expend 1 of the ring's charges to cause mystical golden chains to spring from the ground and wrap around the creature. The target must make a DC 17 Wisdom saving throw. On a failure, the magical chains hold the target firmly in place, and it is restrained. The target can't move o..."
3690,"Rod of Entropy","Bastão of Entropy","acessorio","cajado","Muito Raro","[PLACEHOLDER] This skull-topped rod can be used as a club that grants a +1 bonus to _attack and damage rolls_  and deals an extra 1d6 necrotic damage. The rod has 3 charges and regains 1d3 expended charges at dawn. As an action, you can expend the rod’s charges, increasing entropy in a 15-foot cone. Each creature in the area makes a DC 15 Constitution _saving throw_ . On a failure, the target takes 3d8 necrotic damage per charge expended, or half the damage on a success. A creature killed by this damage de..."
3701,"Rod of Sanguine Mastery","Bastão of Sanguine Mastery","acessorio","cajado","Muito Raro","[PLACEHOLDER] This rod is topped with a red ram's skull with two backswept horns. As an action, you can spend one or more Hit Dice, up to half of your maximum Hit Dice. For each Hit Die spent in this way, you roll the die and add your Constitution modifier to it. You lose hit points equal to the total, and a target within 60 feet of you must make a DC 17 Dexterity saving throw, taking necrotic damage equal to the total on a failed save, or half as much damage on a successful one. You can't use this feature..."
3706,"Rod of the Infernal Realms","Bastão of the Infernal Realms","acessorio","cajado","Muito Raro","[PLACEHOLDER] The withered, clawed hand of a demon or devil tops this iron rod. While holding this rod, you gain a +2 bonus to spell attack rolls, and the save DC for your spells increases by 2. Frightful Eyes. While holding this rod, you can use a bonus action to cause your eyes to glow with infernal fire for 1 minute. While your eyes are glowing, a creature that starts its turn or enters a space within 10 feet of you must succeed on a Wisdom saving throw against your spell save DC or become frightened of..."
4019,"Transforming Cloak","Transforming Capa","acessorio","capa","Muito Raro","[PLACEHOLDER] While you are attuned to and wearing a _transforming cloak_, you gain _resistance_  to a type of damage and you can use an action to activate an elemental form that lasts for 1 hour, until you fall _unconscious_ , or you use a bonus action to end it. Once you have used the cloak to take on an elemental form, you cannot use that property again until you have finished a long rest. The resistance you gain and the type of your elemental form is listed on Table: Transforming Cloaks. _Gnome Cloak._..."
4073,"Wand of Accompaniment","Varinha of Accompaniment","acessorio","varinha","Muito Raro","[PLACEHOLDER] Tiny musical notes have been etched into the sides of this otherwise plain, wooden wand. It has 7 charges for the following properties. It regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand disintegrates with a small bang. Dance. While holding the wand, you can use an action to expend 3 charges to cast the irresistible dance spell (save DC 17) from it. If the target is in the area of the Song property of this wand, it has disadva..."
4081,"Wand of Drowning","Varinha of Drowning","acessorio","varinha","Muito Raro","[PLACEHOLDER] This wand appears to be carved from the bones of a large fish, which have been cemented together. The wand has 3 charges and regains 1d3 expended charges daily at dawn. While holding this wand, you can use an action to expend 1 charge to cause a thin stream of seawater to spray toward a creature you can see within 60 feet of you. If the target can breathe only air, it must succeed on a DC 15 Constitution saving throw or its lungs fill with rancid seawater and it begins drowning. A drowning cr..."
4119,"Wand of the War Mage +3","Varinha of the War Mage +3","acessorio","varinha","Muito Raro","[PLACEHOLDER] You must be a spellcaster to attune to this wand. While holding this wand, you gain a bonus to _spell attack rolls_  (very rare +3), and you ignore _half cover_  when making spell attacks."
489,"+2 Amulet of the Devout","+2 Amuleto of the Devout","acessorio","amuleto","Raro","[PLACEHOLDER] This amulet bears the symbol of a deity inlaid with precious stones or metals. While you wear the holy symbol, you gain a +2 bonus to spell attack rolls and the saving throw DCs of your spells. While you wear this amulet, you can use your Channel Divinity feature without expending one of the feature's uses. Once this property is used, it can't be used again until the next dawn."
492,"+2 Dragonhide Belt","+2 Dragonhide Cinturão","acessorio","cinturao","Raro","[PLACEHOLDER] This finely detailed belt is made of dragonhide. While wearing it, you gain a +2 bonus to the saving throw DCs of your ki features. In addition, you can use an action to regain ki points equal to a roll of your Martial Arts die. You can't use this action again until the next dawn."
496,"+2 Rod of the Pact Keeper","+2 Bastão of the Pact Keeper","acessorio","cajado","Raro","[PLACEHOLDER] While holding this rod, you gain a +2 bonus to spell attack rolls and to the saving throw DCs of your warlock spells. In addition, you can regain one warlock spell slot as an action while holding the rod. You can't use this property again until you finish a long rest."
542,"Amulet of Appearance","Amuleto of Appearance","acessorio","amuleto","Raro","[PLACEHOLDER] Your armor, weapons, and other equipment always shine as if just polished. Even if you're wounded, your wounds do not appear to others. You're immune to the frightened and poisoned conditions, as these would otherwise ruin your elegant appearance. However, whenever you would otherwise have been affected by one of these conditions, a random non-evil Humanoid on the Material Plane whom you have previously met gets the condition instead. You know this."
546,"Amulet of Health","Amuleto of Health","acessorio","amuleto","Raro","[PLACEHOLDER] Your Constitution score is 19 while you wear this amulet. It has no effect on you if your Constitution score is already 19 or higher without it."
550,"Amulet of Protection from Turning","Amuleto de Proteção from Turning","acessorio","amuleto","Raro","[PLACEHOLDER] While you wear this amulet of silver and turquoise, you have advantage on saving throws against effects that turn undead. If you fail a saving throw against such an effect, you can choose to succeed instead. You can do so three times, and expended uses recharge daily at dawn. Each time an effect that turns undead is used against you, the amulet glows with silvery blue light for a few seconds."
643,"Belt of Dwarvenkind","Cinturão of Dwarvenkind","acessorio","cinturao","Raro","[PLACEHOLDER] While wearing this belt, you gain the following benefits: Your Constitution score increases by 2, to a maximum of 20. You have advantage on Charisma (Persuasion) checks made to interact with dwarves. In addition, while attuned to the belt, you have a 50 chance each day at dawn of growing a full beard if you're capable of growing one, or a visibly thicker beard if you already have one. If you aren't a dwarf, you gain the following additional benefits while wearing the belt: You have advantage ..."
649,"Belt of Hill Giant Strength","Cinturão of Hill Giant Strength","acessorio","cinturao","Raro","[PLACEHOLDER] While wearing this belt, your Strength score changes to 21. The item has no effect on you if your Strength without the belt is equal to or greater than the belt's score."
704,"Boots of Levitation","Botas of Levitation","acessorio","botas","Raro","[PLACEHOLDER] While you wear these boots, you can use an action to cast the levitate spell on yourself at will."
724,"Bracers of Asmodeus","Braçadeiras of Asmodeus","acessorio","bracadeira","Raro","[PLACEHOLDER] You have a +2 bonus to AC while wearing these bracers, if you do not wear armor or use a shield at the same time. While attuned to the bracers, you become obsessed with plotting, scheming, and manipulation. You always barter for better deals, often using secrets or leveraging other offers in the process. If you ever decline an opportunity to better yourself financially at another's expense, you immediately take 3d10 necrotic damage. Only the Remove Curse spell allows you to end attunement to ..."
725,"Bracers of Celerity","Braçadeiras of Celerity","acessorio","bracadeira","Raro","[PLACEHOLDER] This pair of lightweight bronze bracers is lined with soft, purple velvet and engraved with swirling designs. While you're wearing these bracers, all your speeds increase by 10 feet, and you have advantage on saving throws you make to avoid or end the paralyzed or restrained condition on yourself."
726,"Bracers of Defense","Braçadeiras of Defense","acessorio","bracadeira","Raro","[PLACEHOLDER] While wearing these bracers, you gain a +2 bonus to AC if you are wearing no armor and using no shield."
770,"Cape of the Mountebank","Capa de the Mountebank","acessorio","capa","Raro","[PLACEHOLDER] This cape smells faintly of brimstone. While wearing it, you can use it to cast the dimension door spell as an action. This property of the cape can't be used again until the next dawn. When you disappear, you leave behind a cloud of smoke, and you appear in a similar cloud of smoke at your destination. The smoke lightly obscures the space you left and the space you appear in, and it dissipates at the end of your next turn. A light or stronger wind disperses the smoke."
830,"Cloak of the Bat","Capa of the Bat","acessorio","capa","Raro","[PLACEHOLDER] While wearing this cloak, you have advantage on Dexterity (Stealth) checks. In an area of dim light or darkness, you can grip the edges of the cloak with both hands and use it to fly at a speed of 40 feet. If you ever fail to grip the cloak's edges while flying in this way, or if you are no longer in dim light or darkness, you lose this flying speed. While wearing the cloak in an area of dim light or darkness, you can use your action to cast polymorph on yourself, transforming into a bat. Whi..."
872,"Crown of the Wrath Bringer","Coroa of the Wrath Bringer","acessorio","elmo","Raro","[PLACEHOLDER] This jagged iron circlet bears ornaments in the shape of the enemy rune. When worn, the crown glows with pale light as it draws upon the wearer's fury to strike opponents with vicious terror. When you make an attack roll against a creature and hit it while wearing this crown, you can spend and roll one of your unspent Hit Dice. The creature takes extra psychic damage equal to the number rolled. As an action, you can invoke the crown's rune to cast the fear spell (save 15) with it; the spell h..."
1174,"Gauntlets of Flaming Fury","Manoplas of Flaming Fury","acessorio","luvas","Raro","[PLACEHOLDER] While you wear both of these steel gauntlets, any non-magical weapon you grasp with either gauntlet is treated as a magic weapon. As a bonus action, you can use the gauntlets to cause magical flames to envelop one or two melee weapons in your grasp. Each flaming weapon deals an extra 1d6 fire damage on a hit. The flames last until you sheath or let go of either weapon. Once used, this property can't be used again until the next dawn."
1177,"Gauntlets of Rage","Manoplas of Rage","acessorio","luvas","Raro","[PLACEHOLDER] You gain the power of never-ending fury. After you make a melee weapon attack, you automatically enter a special fury for 1 minute. While furious, you can't cast spells, can't verbally communicate, and are immune to the charmed and frightened conditions. Each time you deal damage, you regain 2d8 hit points and may immediately remove a condition you currently suffer from or end this fury. Additionally, while in this fury, you may spend a spell slot before you make a melee attack. Doing so caus..."
1261,"Hell Hound Cloak","Hell Hound Capa","acessorio","capa","Raro","[PLACEHOLDER] This dark cloak is made of cured hell hound hide. As an action, you can command the cloak to transform you into a hell hound for up to 1 hour. The transformation otherwise functions as the polymorph spell, but you can use a bonus action to revert to your normal form. This cloak is cursed with the essence of a hell hound, and becoming attuned to it extends the curse to you. Until the curse is broken with remove curse or similar magic, you are unwilling to part with the cloak, keeping it within..."
1272,"Helm of Teleportation","Elmo of Teleportation","acessorio","elmo","Raro","[PLACEHOLDER] This helm has 3 charges. While wearing it, you can use an action and expend 1 charge to cast the teleport spell from it. The helm regains 1d3 expended charges daily at dawn."
1274,"Helm of the Gods","Elmo of the Gods","acessorio","elmo","Raro","[PLACEHOLDER] While wearing this helm, you know whether there is a celestial or fiend within 30 feet of you, as well as where the creature is located, provided the creature isn't behind Cover. Whenever you finish a long rest while wearing the helm, you can pray to one of the gods listed on the Helm of the Gods table and store the listed spell in the helm, replacing any spell that is already stored there. The save DC for the spell is 13. The helm has 3 charges. To cast a spell from the helm, you must expend..."
1316,"Horseshoes of Speed","Horseshoes de Velocidade","acessorio","botas","Raro","[PLACEHOLDER] These iron horseshoes come in a set of four. While all four shoes are affixed to the hooves of a horse or similar creature, they increase the creature's walking speed by 30 feet."
1331,"Infernal Amulet","Infernal Amuleto","acessorio","amuleto","Raro","[PLACEHOLDER] While wearing this amulet, you can use it as a spellcasting focus for your spells, and it grants a +2 bonus to your spell save DC and spell attack bonus. You're unwilling to part with this amulet while attuned to it and you wear it always. While wearing the amulet you have disadvantage on Strength saving throws and Strength checks. Only the Remove Curse spell allows you to remove the item and end attunement. This item corrupts. See the ""Infernal Item Corruption"" section."
1576,"Mythallar Cloak","Mythallar Capa","acessorio","capa","Raro","[PLACEHOLDER] This electric-blue cloak is studded with sewn-in crystals that are shards of a decommissioned mythallar. The cloak has 10 charges and regains 1d10 expended charges daily at dawn. While wearing the cloak, you can take a Bonus Action and expend 1 charge to activate the cloak's magic. The magic lasts for 1 minute or until you end it early (no action required). While the cloak's magic is active, you gain a Fly Speed of 30 feet and can hover. Additionally, once on each of your turns when you hit a..."
1585,"Necklace of Fireballs","Colar of Fireballs","acessorio","amuleto","Raro","[PLACEHOLDER] This necklace has 1d6 + 3 beads hanging from it. You can use an action to detach a bead and throw it up to 60 feet away. When it reaches the end of its trajectory, the bead detonates as a 3rd-level fireball spell (save 15). You can hurl multiple beads, or even the whole necklace, as one action. When you do so, increase the level of the fireball by 1 for each bead beyond the first."
1587,"Necklace of Prayer Beads","Colar of Prayer Beads","acessorio","amuleto","Raro","[PLACEHOLDER] This necklace has 1d4 + 2 magic beads made from aquamarine, black pearl, or topaz. It also has many nonmagical beads made from stones such as amber, bloodstone, citrine, coral, jade, pearl, or quartz. If a magic bead is removed from the necklace, that bead loses its magic. Six types of magic beads exist. The DM decides the type of each bead on the necklace or determines it randomly. A necklace can have more than one bead of the same type. To use one, you must be wearing the necklace. Each bea..."
1595,"Netherese Ring of Protection","Netherese Anel de Proteção","acessorio","anel","Raro","[PLACEHOLDER] You gain a +1 bonus to AC and saving throws while wearing this ring. The ring is made from a single piece of mystical green glass that's stronger than steel. It has the added property of making the wearer less likely to drop or lose anything held in the hand the ring is on. The wearer receives a +4 bonus to saving throws or checks made to avoid dropping or being disarmed of any item held in that hand."
1882,"Ring of Acid Resistance","Anel of Acid Resistance","acessorio","anel","Raro","[PLACEHOLDER] {#itemEntry Ring of Resistance}"
1886,"Ring of Animal Influence","Anel of Animal Influence","acessorio","anel","Raro","[PLACEHOLDER] This ring has 3 charges, and it regains 1d3 expended charges daily at dawn. While wearing the ring, you can use an action to expend 1 of its charges to cast one of the following spells: Animal friendship (save 13) Fear (save 13), targeting only beasts that have an Intelligence of 3 or lower Speak with animals"
1888,"Ring of Cold Resistance","Anel of Cold Resistance","acessorio","anel","Raro","Anel de aço vyrkoês com interior isolado por camada de pele de auroque-de-garr que mantém o dedo permanentemente aquecido, protegendo o portador contra dano de frio. O isolamento funciona por ressonância térmica — o calor corporal é reciclado e amplificado pelo metal, impedindo que o frio penetre. Ferreiros de Thornvik os forjam no inverno como teste de competência — o aprendiz que consegue manter o metal quente em Gravmora sem forja merece o título."
1898,"Ring of Evasion","Anel of Evasion","acessorio","anel","Raro","[PLACEHOLDER] This ring has 3 charges, and it regains 1d3 expended charges daily at dawn. When you fail a Dexterity saving throw while wearing it, you can use your reaction to expend 1 of its charges to succeed on that saving throw instead."
1900,"Ring of Feather Falling","Anel of Feather Falling","acessorio","anel","Raro","[PLACEHOLDER] When you fall while wearing this ring, you descend 60 feet per round and take no damage from falling."
1903,"Ring of Fire Resistance","Anel of Fire Resistance","acessorio","anel","Raro","[PLACEHOLDER] {#itemEntry Ring of Resistance}"
1905,"Ring of Force Resistance","Anel of Force Resistance","acessorio","anel","Raro","[PLACEHOLDER] {#itemEntry Ring of Resistance}"
1907,"Ring of Free Action","Anel of Free Action","acessorio","anel","Raro","[PLACEHOLDER] While you wear this ring, difficult terrain doesn't cost you extra movement. In addition, magic can neither reduce your speed nor cause you to be paralyzed or restrained."
1913,"Ring of Lightning Resistance","Anel of Lightning Resistance","acessorio","anel","Raro","[PLACEHOLDER] {#itemEntry Ring of Resistance}"
1917,"Ring of Necrotic Resistance","Anel of Necrotic Resistance","acessorio","anel","Raro","[PLACEHOLDER] {#itemEntry Ring of Resistance}"
1920,"Ring of Poison Resistance","Anel of Poison Resistance","acessorio","anel","Raro","[PLACEHOLDER] {#itemEntry Ring of Resistance}"
1924,"Ring of Psychic Resistance","Anel of Psychic Resistance","acessorio","anel","Raro","[PLACEHOLDER] {#itemEntry Ring of Resistance}"
1927,"Ring of Radiant Resistance","Anel of Radiant Resistance","acessorio","anel","Raro","[PLACEHOLDER] {#itemEntry Ring of Resistance}"
1942,"Ring of Temporal Salvation","Anel of Temporal Salvation","acessorio","anel","Raro","[PLACEHOLDER] If you die while wearing this gray crystal ring, you vanish and reappear in an unoccupied space within 5 feet of the space you left (or the nearest unoccupied space). You have a number of hit points equal to 3d6 + your Constitution modifier. If your hit point maximum is lower than the number of hit points you regain, your hit point maximum rises to a similar amount. If you have any levels of exhaustion, reduce your level of exhaustion by 1. Once the ring is used, it turns to dust and is destr..."
1945,"Ring of the Ram","Anel of the Ram","acessorio","anel","Raro","[PLACEHOLDER] This ring has 3 charges, and it regains 1d3 expended charges daily at dawn. While wearing the ring, you can use an action to expend 1 to 3 of its charges to make a ranged spell attack against one creature you can see within 60 feet of you. The ring produces a spectral ram's head and makes its attack roll with a +7 bonus. On a hit, for each charge you spend, the target takes 2d10 force damage and is pushed 5 feet away from you. Alternatively, you can expend 1 to 3 of the ring's charges as an a..."
1949,"Ring of Thunder Resistance","Anel of Thunder Resistance","acessorio","anel","Raro","[PLACEHOLDER] {#itemEntry Ring of Resistance}"
1959,"Ring of X-ray Vision","Anel of X-ray Vision","acessorio","anel","Raro","[PLACEHOLDER] While wearing this ring, you can use an action to speak its command word. When you do so, you can see into and through solid matter for 1 minute. This vision has a radius of 30 feet. To you, solid objects within that radius appear transparent and don't prevent light from passing through them. The vision can penetrate 1 foot of stone, 1 inch of common metal, or up to 3 feet of wood or dirt. Thicker substances block the vision, as does a thin sheet of lead. Whenever you use the ring again befor..."
1963,"Robe of Eyes","Manto of Eyes","acessorio","capa","Raro","[PLACEHOLDER] This robe is adorned with eyelike patterns. While you wear the robe, you gain the following benefits: The robe lets you see in all directions, and you have advantage on Wisdom (Perception) checks that rely on sight. You have darkvision out to a range of 120 feet. You can see invisible creatures and objects, as well as see into the Ethereal Plane, out to a range of 120 feet. The eyes on the robe can't be closed or averted. Although you can close or avert your own eyes, you are never considered..."
1970,"Robe of Summer","Manto of Summer","acessorio","capa","Raro","[PLACEHOLDER] This elegant garment is made from fine cloth in hues of red, orange, and gold. While you wear the robe, you have resistance to cold damage. In addition, you are comfortable as if the temperature were that of a balmy day, so you suffer no ill effects from the weather's temperature extremes."
1987,"Rod of Rulership","Bastão of Rulership","acessorio","cajado","Raro","[PLACEHOLDER] You can use an action to present the rod and command obedience from each creature of your choice that you can see within 120 feet of you. Each target must succeed on a 15 Wisdom saving throw or be charmed by you for 8 hours. While charmed in this way, the creature regards you as its trusted leader. If harmed by you or your companions, or commanded to do something contrary to its nature, a target ceases to be charmed in this way. The rod can't be used again until the next dawn."
